대학교별명칭	계열	학과명	전형방법	전형명칭	평가방법	내년 모집인원	금년 모집인원	충원인원	충원률	경쟁률	50%등급컷	70%점수컷	70%등급컷	학과별 모집정원	입학정원	취업률	평균 등록금(천원)	기숙사 수용률	대학코드	지역명	학과코드
가천대학교 [본교]	인문사회계열	경찰행정학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	6	6	15	250	19.83		994	2.2	51	4,131	67.2	8249738.7	11.5	0000063	경기	0231809
가천대학교 [본교]	인문사회계열	경찰행정학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	11	11	9	81.81818181818183	16				51	4,131	67.2	8249738.7	11.5	0000063	경기	0231809
가천대학교 [본교]	인문사회계열	경찰행정학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	9				51	4,131	67.2	8249738.7	11.5	0000063	경기	0231809
가천대학교 [본교]	인문사회계열	경찰행정학과	논술위주	논술	학생부:40 논술:60	10	10	1	10	30.1		593.1	3.3	51	4,131	67.2	8249738.7	11.5	0000063	경기	0231809
가천대학교 [본교]	인문사회계열	경찰행정학과	기타	재외국민		0	0							51	4,131	67.2	8249738.7	11.5	0000063	경기	0231809
가천대학교 [본교]	인문사회계열	경찰행정학과	기타	전교육과정이수자		0	0							51	4,131	67.2	8249738.7	11.5	0000063	경기	0231809
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			7.5				57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	5	83.33333333333334	16		594	3	57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	6	13	216.66666666666666	15		992	2.6	57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	8	8	6	75	24.13				57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	3	150	10.5				57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	2	200	12				57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	12.5				57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	16				57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	논술위주	논술	학생부:40 논술:60	11	12	5	41.66666666666667	19.25		591.3	3.9	57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	기타	재외국민		0	0							57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	관광경영학과	기타	전교육과정이수자		0	0							57	4,131	67.2	8249738.7	11.5	0000063	경기	0206486
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			12.5				68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	5	83.33333333333334	16.67		594.3	2.9	68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	8	8	30	375	18.63		992.5	2.5	68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	12	12	8	66.66666666666666	37.33				68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	14.5				68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	3	150	10.5				68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	22				68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	29.5				68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	논술위주	논술	학생부:40 논술:60	14	14	1	7.142857142857142	33.36		593.1	3.3	68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	기타	재외국민		0	0							68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미디어커뮤니케이션학과	기타	전교육과정이수자		0	0							68	4,131	67.2	8249738.7	11.5	0000063	경기	0221317
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	5	5	3	60	12.2		592.2	3.6	45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	6	6	17	283.33333333333337	16.17		990	3	45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	6	6	6	100	35.67				45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	1	100	13				45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	10				45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	16.5				45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	3	3	7	233.33333333333334	11				45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	논술위주	논술	학생부:40 논술:60	8	8	1	12.5	22.25		592.2	3.6	45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	기타	재외국민		0	0							45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	미술·디자인학부(패션디자인)	기타	전교육과정이수자		0	0							45	4,131	67.2	8249738.7	11.5	0000063	경기	0228419
가천대학교 [본교]	인문사회계열	법학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			5.5				106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	8	8	5	62.5	7.13		591.6	3.8	106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	10	8	26	325	13.5		991.5	2.7	106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	15	12	11	91.66666666666666	15.67				106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	8				106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	11				106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	3	3	3	100	10.67				106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	논술위주	논술	학생부:40 논술:60	22	22	5	22.727272727272727	16.95		591.9	3.7	106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	기타	재외국민		0	0							106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	법학과	기타	전교육과정이수자		0	0							106	4,131	67.2	8249738.7	11.5	0000063	경기	0045721
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			9				58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	3	50	17		592.5	3.5	58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	6	6	15	250	22.17		992	2.6	58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	10	10	11	110.00000000000001	31.9				58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	17				58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	7.5				58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	3	3	0	0	16.67				58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	7.5				58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	논술위주	논술	학생부:40 논술:60	10	10	3	30	18.2		592.8	3.4	58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	기타	재외국민		0	0							58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	사회복지학과	기타	전교육과정이수자		0	0							58	4,131	67.2	8249738.7	11.5	0000063	경기	0206344
가천대학교 [본교]	인문사회계열	심리학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			8.5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	3	50	12		593.4	3.2	56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	6	6	25	416.6666666666667	15		992	2.6	56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	10	10	9	90	24.8				56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	4	200	13.5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	8				56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	논술위주	논술	학생부:40 논술:60	10	11	0	0	25.82		592.5	3.5	56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	기타	재외국민		0	0							56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	심리학과	기타	전교육과정이수자		0	0							56	4,131	67.2	8249738.7	11.5	0000063	경기	0228423
가천대학교 [본교]	인문사회계열	외국어계열	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	3	1			8				218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	21	6	9	150	7.83		592.8	3.4	218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	25	6	29	483.3333333333333	15.5		991	2.8	218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	38	7	5	71.42857142857143	19.71				218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	1	0	0	7				218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	3	0			0				218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	5	2	3	150	12.5				218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	논술위주	논술	학생부:40 논술:60	53	13	1	7.6923076923076925	15.38		592.2	3.6	218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	기타	재외국민		0	0							218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	외국어계열	기타	전교육과정이수자		0	0							218	4,131	67.2	8249738.7	11.5	0000063	경기	U012774
가천대학교 [본교]	인문사회계열	유아교육학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			10				63	4,131	67.2	8249738.7	11.5	0000063	경기	0206343
가천대학교 [본교]	인문사회계열	유아교육학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	7	7	5	71.42857142857143	12.43		593.4	3.2	63	4,131	67.2	8249738.7	11.5	0000063	경기	0206343
가천대학교 [본교]	인문사회계열	유아교육학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	7	12	171.42857142857142	16.43		992.5	2.5	63	4,131	67.2	8249738.7	11.5	0000063	경기	0206343
가천대학교 [본교]	인문사회계열	유아교육학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	10	10	16	160	30.8				63	4,131	67.2	8249738.7	11.5	0000063	경기	0206343
가천대학교 [본교]	인문사회계열	유아교육학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	1	100	11				63	4,131	67.2	8249738.7	11.5	0000063	경기	0206343
가천대학교 [본교]	인문사회계열	유아교육학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	4	4	2	50	16.5				63	4,131	67.2	8249738.7	11.5	0000063	경기	0206343
가천대학교 [본교]	인문사회계열	유아교육학과	논술위주	논술	학생부:40 논술:60	14	14	1	7.142857142857142	18.71		592.2	3.6	63	4,131	67.2	8249738.7	11.5	0000063	경기	0206343
가천대학교 [본교]	인문사회계열	응용통계학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			4				53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	응용통계학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	4	66.66666666666666	5.33		591.6	3.8	53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	응용통계학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	6	6	12	200	13.67		992	2.6	53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	응용통계학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	7	7	8	114.28571428571428	6.86				53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	응용통계학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	4				53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	응용통계학과	논술위주	논술	학생부:40 논술:60	13	14	2	14.285714285714285	16.29		591.6	3.8	53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	응용통계학과	기타	재외국민		0	0							53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	응용통계학과	기타	전교육과정이수자		0	0							53	4,131	67.2	8249738.7	11.5	0000063	경기	0206484
가천대학교 [본교]	인문사회계열	의료산업경영학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			5.5				55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	2	33.33333333333333	7.17		591.6	3.8	55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	7	22	314.2857142857143	13.86		991.5	2.7	55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	7	7	2	28.57142857142857	7.14				55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	1	1	0	0	21				55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	16				55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	16				55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	논술위주	논술	학생부:40 논술:60	13	13	1	7.6923076923076925	17.92		593.4	3.2	55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	기타	재외국민		0	0							55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	의료산업경영학과	기타	전교육과정이수자		0	0							55	4,131	67.2	8249738.7	11.5	0000063	경기	U012699
가천대학교 [본교]	인문사회계열	자유전공학부	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	7	6	6	100	9.83		591.3	3.9	76	4,131	67.2	8249738.7	11.5	0000063	경기	0228411
가천대학교 [본교]	인문사회계열	자유전공학부	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	12	7	8	114.28571428571428	17.57		992	2.6	76	4,131	67.2	8249738.7	11.5	0000063	경기	0228411
가천대학교 [본교]	인문사회계열	자유전공학부	논술위주	논술	학생부:40 논술:60	20	16	2	12.5	21.44		591	4	76	4,131	67.2	8249738.7	11.5	0000063	경기	0228411
가천대학교 [본교]	인문사회계열	한국어문학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			6.5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	6	6	2	33.33333333333333	7.5		593.4	3.2	56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	6	6	21	350	16		991.5	2.7	56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	10	7	7	100	18.29				56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	5.5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	4.5				56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	2	100	17				56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	논술위주	논술	학생부:40 논술:60	11	12	3	25	14.17		591.3	3.9	56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	기타	재외국민		0	0							56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	한국어문학과	기타	전교육과정이수자		0	0							56	4,131	67.2	8249738.7	11.5	0000063	경기	0118879
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(교과)	학생부교과(농어촌(교과))	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	2	2			5				58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(교과)	학생부교과(지역균형)	1단계:600 학생부:100\n2단계:100 면접:50 1단계성적:50	7	6	4	66.66666666666666	10.5		592.5	3.5	58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(교과)	학생부교과(학생부우수자)	학생부:100	7	6	20	333.33333333333337	20.33		991.5	2.7	58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(종합)	학생부종합(가천바람개비)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	7	7	9	128.57142857142858	20				58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(종합)	학생부종합(교육기회균형)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	3	150	10.5				58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(종합)	학생부종합(농어촌(종합))	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	1	50	3.5				58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(종합)	학생부종합(사회기여자)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	0	0	9				58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	학생부위주(종합)	학생부종합(특성화고교)	1단계:400 서류:100\n2단계:100 면접:50 1단계성적:50	2	2	3	150	6.5				58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
가천대학교 [본교]	인문사회계열	행정학과	논술위주	논술	학생부:40 논술:60	11	12	1	8.333333333333332	18.83		591	4	58	4,131	67.2	8249738.7	11.5	0000063	경기	0016683
